id,avatarUrl,firstName,lastName,height,weight,overallRating,homeTown,homeState,redShirtStatus,jerseyNum,schoolYear,stats_acceleration_value,stats_acceleration_diff,stats_agility_value,stats_agility_diff,stats_jumping_value,stats_jumping_diff,stats_stamina_value,stats_stamina_diff,stats_strength_value,stats_strength_diff,stats_awareness_value,stats_awareness_diff,stats_bCVision_value,stats_bCVision_diff,stats_blockShedding_value,stats_blockShedding_diff,stats_breakSack_value,stats_breakSack_diff,stats_breakTackle_value,stats_breakTackle_diff,stats_carrying_value,stats_carrying_diff,stats_catchInTraffic_value,stats_catchInTraffic_diff,stats_catching_value,stats_catching_diff,stats_changeOfDirection_value,stats_changeOfDirection_diff,stats_deepRouteRunning_value,stats_deepRouteRunning_diff,stats_finesseMoves_value,stats_finesseMoves_diff,stats_hitPower_value,stats_hitPower_diff,stats_impactBlocking_value,stats_impactBlocking_diff,stats_injury_value,stats_injury_diff,stats_jukeMove_value,stats_jukeMove_diff,stats_kickAccuracy_value,stats_kickAccuracy_diff,stats_kickPower_value,stats_kickPower_diff,stats_kickReturn_value,stats_kickReturn_diff,stats_leadBlock_value,stats_leadBlock_diff,stats_manCoverage_value,stats_manCoverage_diff,stats_mediumRouteRunning_value,stats_mediumRouteRunning_diff,stats_overall_value,stats_overall_diff,stats_passBlock_value,stats_passBlock_diff,stats_passBlockFinesse_value,stats_passBlockFinesse_diff,stats_passBlockPower_value,stats_passBlockPower_diff,stats_playAction_value,stats_playAction_diff,stats_playRecognition_value,stats_playRecognition_diff,stats_powerMoves_value,stats_powerMoves_diff,stats_press_value,stats_press_diff,stats_pursuit_value,stats_pursuit_diff,stats_runBlock_value,stats_runBlock_diff,stats_runBlockFinesse_value,stats_runBlockFinesse_diff,stats_runBlockPower_value,stats_runBlockPower_diff,stats_runningStyle_value,stats_runningStyle_diff,stats_shortRouteRunning_value,stats_shortRouteRunning_diff,stats_spectacularCatch_value,stats_spectacularCatch_diff,stats_speed_value,stats_speed_diff,stats_spinMove_value,stats_spinMove_diff,stats_stiffArm_value,stats_stiffArm_diff,stats_tackle_value,stats_tackle_diff,stats_throwAccuracyDeep_value,stats_throwAccuracyDeep_diff,stats_throwAccuracyMid_value,stats_throwAccuracyMid_diff,stats_throwAccuracyShort_value,stats_throwAccuracyShort_diff,stats_throwOnTheRun_value,stats_throwOnTheRun_diff,stats_throwPower_value,stats_throwPower_diff,stats_throwUnderPressure_value,stats_throwUnderPressure_diff,stats_toughness_value,stats_toughness_diff,stats_trucking_value,stats_trucking_diff,stats_zoneCoverage_value,stats_zoneCoverage_diff,conference_id,conference_label,conference_imageUrl,team_id,team_label,team_imageUrl,team_isPopular,position_id,position_shortLabel,position_label,position_positionType_id,position_positionType_name,iteration_id,iteration_label
31366,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/94.png?im=FaceCrop,padding=0.7",Jesse,Perry,78,160,77,Murfreesboro,Tennessee,Previous,72,Freshman,70,0,59,0,64,0,85,0,88,0,75,0,41,0,41,0,43,0,44,0,55,0,35,0,29,0,50,0,31,0,46,0,42,0,85,0,79,0,46,0,12,0,12,0,5,0,81,0,42,0,33,0,77,0,83,0,81,0,83,0,41,0,39,0,38,0,42,0,38,0,81,0,78,0,80,0,0,0,41,0,27,0,64,0,42,0,42,0,24,0,11,0,29,0,28,0,13,0,22,0,31,0,86,0,29,0,34,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,94,Tennessee,https://drop-assets.ea.com/images/36J1zxouGBqzxKSyygH7uW/35bfbc6d00f6041cb7c0e87e52761d16/Tennessee.png,False,RT,RT,Right Tackle,offense,Offense,cfb-26-national-championship,National Championship
29192,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/63.png?im=FaceCrop,padding=0.7",Jett,Carpenter,75,98,77,Medford,Oregon,Previous,85,Senior,79,0,80,0,81,0,95,0,76,0,77,0,70,0,43,0,45,0,72,0,68,0,74,0,78,0,80,0,65,0,40,0,57,0,56,0,87,0,77,0,31,0,45,0,73,0,64,0,59,0,76,0,77,0,58,0,62,0,59,0,36,0,62,0,38,0,31,0,40,0,62,0,63,0,62,0,0,0,80,0,75,0,80,0,70,0,69,0,41,0,14,0,35,0,33,0,41,0,25,0,48,0,96,0,67,0,44,0,MW,Mountain West,https://drop-assets.ea.com/images/4OmYsw94dTPkBlRXiRVIa1/afafe527da38d4d316369849d2975e1f/MW.png,63,Nevada,https://drop-assets.ea.com/images/5HoTLmmuECLm2a5LzsjY3I/630db3041fd55688d73cce875928a517/Nevada.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
23122,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/18.png?im=FaceCrop,padding=0.7",Joe,Labas,76,50,77,Brecksville,Ohio,Previous,2,Senior,76,0,73,0,71,0,86,0,70,0,84,0,57,0,49,0,54,0,62,0,65,0,28,0,36,0,72,0,24,0,45,0,55,0,36,0,85,0,56,0,35,0,26,0,23,0,44,0,43,0,22,0,77,0,53,0,23,0,21,0,77,0,49,0,47,0,31,0,48,0,49,0,37,0,38,0,0,0,30,0,34,0,72,0,58,0,54,0,53,0,78,0,80,0,83,0,63,0,91,0,74,0,90,0,55,0,28,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,18,Central Michigan,https://drop-assets.ea.com/images/6LYL1DNT3shmoF5gMSeOKl/b349c824f869d2d5c440ded7005fd751/CentralMichigan.png,False,QB,QB,Quarterback,offense,Offense,cfb-26-national-championship,National Championship
23247,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/125.png?im=FaceCrop,padding=0.7",Joey,Okla,74,163,77,Hartland,Wisconsin,Previous,61,Junior,67,0,56,0,63,0,86,0,88,0,74,0,27,0,53,0,30,0,39,0,54,0,26,0,27,0,54,0,30,0,28,0,58,0,93,0,90,0,25,0,36,0,47,0,29,0,83,0,28,0,30,0,77,0,76,0,62,0,79,0,39,0,43,0,58,0,27,0,28,0,78,0,74,0,83,0,0,0,25,0,25,0,57,0,26,0,40,0,45,0,22,0,13,0,16,0,25,0,21,0,42,0,87,0,42,0,20,0,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,125,Wisconsin,https://drop-assets.ea.com/images/3sXdJOxGGKSI5IR3vFVstC/3caa36b60ed7e61f95e306afdee256b1/Wisconsin.png,False,LG,LG,Left Guard,offense,Offense,cfb-26-national-championship,National Championship
2239,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/57.png?im=FaceCrop,padding=0.7",John,Nestor,73,45,77,Chicago,Illinois,Eligible,17,Junior,92,0,87,0,89,0,87,0,71,0,73,0,48,0,53,0,48,0,48,0,49,0,40,0,70,0,86,0,32,0,35,0,71,0,55,0,87,0,59,0,31,0,26,0,54,0,56,0,79,0,29,0,77,0,66,0,62,0,55,0,41,0,78,0,50,0,69,0,74,0,61,0,57,0,69,0,0,0,28,0,37,0,88,0,62,0,57,0,71,0,29,0,28,0,18,0,34,0,20,0,29,0,90,0,47,0,77,0,Big 10,Big Ten,https://drop-assets.ea.com/images/3MVleaeAJeehQC9SCckJe3/9ae157ee548e7d69ff13907c87dec94a/Big10.png,57,Minnesota,https://drop-assets.ea.com/images/3PtqlSuiEnzZEjxt0tJ9nn/e26963f6cbc927d3f7aaa01be57921af/Minnesota.png,False,CB,CB,Cornerback,defense,Defense,cfb-26-national-championship,National Championship
12102,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/14.png?im=FaceCrop,padding=0.7",John,Henderson,73,20,77,Acton,California,Eligible,19,Senior,64,0,53,0,56,0,83,0,35,0,65,0,39,0,20,0,19,0,23,0,40,0,20,0,39,0,51,0,14,0,18,0,18,0,11,0,87,0,33,0,88,0,87,0,24,0,7,0,33,0,16,0,77,0,15,0,7,0,7,0,21,0,36,0,19,0,21,0,28,0,25,0,9,0,9,0,0,0,20,0,16,0,59,0,34,0,24,0,27,0,44,0,45,0,55,0,22,0,54,0,24,0,79,0,33,0,27,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,14,Bowling Green,https://drop-assets.ea.com/images/3u5vTB7zmYHQcylDrAxi62/96a264649e53def5292c0447eb73b194/BowlingGreen.png,False,P,P,Punter,special-teams,Special Teams,cfb-26-national-championship,National Championship
29388,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/16.png?im=FaceCrop,padding=0.7",John,Taumoepeau,74,140,77,Renton,Washington,Eligible,55,Senior,79,0,62,0,77,0,92,0,86,0,83,0,30,0,79,0,25,0,31,0,52,0,29,0,41,0,53,0,29,0,80,0,78,0,61,0,82,0,33,0,47,0,40,0,36,0,56,0,43,0,29,0,77,0,58,0,58,0,51,0,32,0,82,0,78,0,41,0,81,0,50,0,49,0,56,0,0,0,33,0,31,0,68,0,29,0,29,0,85,0,15,0,23,0,33,0,26,0,18,0,33,0,89,0,31,0,34,0,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,16,BYU,https://drop-assets.ea.com/images/5xXHh2WevljNaWT9Oyq50d/27a9c236d85a8557c9f26e267615dcf2/BYU.png,False,DT,DT,Defensive Tackle,defense,Defense,cfb-26-national-championship,National Championship
28969,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/93.png?im=FaceCrop,padding=0.7",Johnny,Martin,70,40,77,Lawnside,New Jersey,Previous,22,Junior,89,0,85,0,86,0,89,0,72,0,75,0,78,0,50,0,32,0,78,0,75,0,50,0,62,0,83,0,38,0,42,0,56,0,42,0,87,0,83,0,41,0,41,0,66,0,38,0,42,0,45,0,77,0,53,0,52,0,50,0,45,0,62,0,38,0,29,0,55,0,45,0,32,0,34,0,0,0,52,0,49,0,86,0,82,0,74,0,51,0,24,0,12,0,28,0,37,0,29,0,43,0,87,0,73,0,26,0,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,93,Temple,https://drop-assets.ea.com/images/6vhgiPOwNLSBFcelrjvSpb/c2c9dcba49cf9d783665160bda979c19/Temple.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
4503,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/59.png?im=FaceCrop,padding=0.7",Johnny,Williams IV,79,167,77,Macon,Georgia,Previous,60,Sophomore,70,0,65,0,71,0,85,0,89,0,84,0,42,0,55,0,37,0,41,0,53,0,30,0,29,0,51,0,30,0,33,0,59,0,87,0,85,0,30,0,47,0,33,0,29,0,82,0,25,0,30,0,77,0,76,0,73,0,79,0,29,0,43,0,57,0,26,0,26,0,83,0,85,0,81,0,0,0,26,0,28,0,59,0,29,0,42,0,39,0,10,0,29,0,28,0,31,0,20,0,38,0,89,0,40,0,29,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,59,Missouri,https://drop-assets.ea.com/images/5RtBgdfJvRGi7s2zECGwFS/0c03c9987c80af9965358e0b675d8b03/Missouri.png,False,RT,RT,Right Tackle,offense,Offense,cfb-26-national-championship,National Championship
7461,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/41.png?im=FaceCrop,padding=0.7",Johnny,Thompson Jr.,71,40,77,Canoga Park,California,Previous,20,Sophomore,92,0,86,0,88,0,84,0,66,0,73,0,77,0,49,0,34,0,75,0,76,0,57,0,64,0,85,0,55,0,41,0,51,0,54,0,87,0,82,0,36,0,40,0,63,0,45,0,39,0,57,0,77,0,58,0,54,0,59,0,33,0,50,0,43,0,36,0,61,0,52,0,55,0,51,0,0,0,59,0,53,0,89,0,79,0,65,0,54,0,13,0,25,0,33,0,28,0,27,0,26,0,80,0,65,0,41,0,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,41,Kansas,https://drop-assets.ea.com/images/4ChvJmRJZPTfbvj7P2WVUf/88174b5dcf59df05430a356829f9c15a/Kansas.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
33984,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/107.png?im=FaceCrop,padding=0.7",Jonathan,Bibbs,74,10,77,Birmingham,Alabama,Previous,8,Freshman,92,0,88,0,86,0,88,0,49,0,80,0,74,0,32,0,46,0,72,0,69,0,76,0,83,0,84,0,79,0,27,0,28,0,29,0,72,0,73,0,42,0,47,0,68,0,31,0,37,0,84,0,77,0,31,0,13,0,25,0,26,0,46,0,28,0,34,0,28,0,36,0,27,0,28,0,0,0,88,0,81,0,89,0,74,0,58,0,29,0,30,0,22,0,29,0,14,0,20,0,36,0,80,0,52,0,54,0,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,107,UL Monroe,https://drop-assets.ea.com/images/4V9Si4VOW07tjBPi6VDYK/0b86a7dffcd8bb210928ec142157bf12/ULMonroe.png,False,WR,WR,Wide Receiver,offense,Offense,cfb-26-national-championship,National Championship
8635,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/17.png?im=FaceCrop,padding=0.7",Jordan,Sanford,72,35,77,Arlington,Texas,Eligible,17,Junior,93,0,88,0,91,0,90,0,66,0,73,0,78,0,57,0,37,0,40,0,46,0,45,0,72,0,86,0,47,0,40,0,79,0,60,0,87,0,68,0,29,0,28,0,64,0,56,0,72,0,44,0,77,0,62,0,63,0,54,0,44,0,74,0,46,0,66,0,81,0,51,0,55,0,66,0,0,0,45,0,50,0,92,0,75,0,57,0,75,0,15,0,23,0,14,0,31,0,21,0,30,0,90,0,51,0,68,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,17,Cal,https://drop-assets.ea.com/images/63v1RXFZ4vf1ACZ9Ed7EaP/e6d137df426528226cbf6635b3a6391c/Cal.png,False,FS,FS,Free Safety,defense,Defense,cfb-26-national-championship,National Championship
31518,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/100.png?im=FaceCrop,padding=0.7",Jordan,Lovett,70,37,77,Statesboro,Georgia,Previous,1,Sophomore,91,0,86,0,85,0,86,0,69,0,80,0,76,0,41,0,44,0,76,0,77,0,62,0,67,0,84,0,54,0,34,0,36,0,53,0,91,0,80,0,21,0,22,0,76,0,40,0,24,0,58,0,77,0,59,0,46,0,45,0,13,0,53,0,31,0,23,0,41,0,54,0,44,0,45,0,0,0,64,0,60,0,87,0,77,0,67,0,35,0,14,0,15,0,21,0,29,0,32,0,21,0,85,0,68,0,22,0,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,100,Troy,https://drop-assets.ea.com/images/1tA8W671CuqscrciTnOXuT/f52a14e93c0a498ac079fdac50aa0447/Troy.png,False,HB,HB,Halfback,offense,Offense,cfb-26-national-championship,National Championship
22028,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/96.png?im=FaceCrop,padding=0.7",Jordan,Washington,76,104,77,Houston,Texas,Previous,84,Sophomore,83,0,79,0,87,0,85,0,79,0,76,0,73,0,40,0,42,0,67,0,76,0,79,0,80,0,75,0,60,0,34,0,61,0,71,0,87,0,73,0,41,0,28,0,65,0,69,0,55,0,69,0,77,0,61,0,54,0,54,0,46,0,40,0,34,0,22,0,36,0,67,0,59,0,56,0,0,0,74,0,77,0,79,0,69,0,74,0,38,0,14,0,24,0,18,0,39,0,27,0,41,0,92,0,75,0,24,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,96,Texas,https://drop-assets.ea.com/images/3PJCtK6Y8gWZn112nKGmBD/1c41d6f38e19875daff336a35fd65265/Texas.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
1030,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/96.png?im=FaceCrop,padding=0.7",Jordon,Johnson-Rubell,70,29,77,Fort Worth,Texas,Eligible,23,Sophomore,94,0,93,0,89,0,89,0,51,0,71,0,79,0,46,0,24,0,23,0,43,0,44,0,73,0,91,0,47,0,41,0,73,0,54,0,78,0,71,0,44,0,29,0,58,0,55,0,76,0,45,0,77,0,49,0,56,0,49,0,45,0,70,0,31,0,70,0,78,0,48,0,50,0,54,0,0,0,47,0,46,0,91,0,74,0,27,0,67,0,14,0,32,0,34,0,11,0,21,0,43,0,88,0,26,0,79,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,96,Texas,https://drop-assets.ea.com/images/3PJCtK6Y8gWZn112nKGmBD/1c41d6f38e19875daff336a35fd65265/Texas.png,False,SS,SS,Strong Safety,defense,Defense,cfb-26-national-championship,National Championship
6124,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/59.png?im=FaceCrop,padding=0.7",Jordon,Harris,76,108,77,Pine Bluff,Arkansas,Eligible,86,Junior,83,0,80,0,85,0,85,0,78,0,79,0,72,0,59,0,24,0,68,0,71,0,83,0,83,0,77,0,57,0,59,0,52,0,63,0,85,0,70,0,24,0,35,0,65,0,65,0,46,0,67,0,77,0,55,0,52,0,54,0,32,0,39,0,56,0,21,0,60,0,63,0,59,0,51,0,0,0,77,0,79,0,77,0,64,0,69,0,58,0,11,0,21,0,11,0,47,0,25,0,38,0,88,0,67,0,32,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,59,Missouri,https://drop-assets.ea.com/images/5RtBgdfJvRGi7s2zECGwFS/0c03c9987c80af9965358e0b675d8b03/Missouri.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
28954,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/26.png?im=FaceCrop,padding=0.7",Jordy,Lowery,71,29,77,Bartow,Florida,Previous,15,Junior,89,0,88,0,89,0,88,0,60,0,83,0,72,0,44,0,22,0,24,0,63,0,65,0,79,0,85,0,48,0,41,0,61,0,46,0,87,0,84,0,31,0,35,0,61,0,55,0,75,0,46,0,77,0,56,0,47,0,41,0,44,0,85,0,34,0,75,0,73,0,49,0,49,0,53,0,0,0,49,0,67,0,87,0,78,0,23,0,65,0,26,0,30,0,22,0,16,0,16,0,32,0,86,0,25,0,78,0,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,26,East Carolina,https://drop-assets.ea.com/images/6FxX1WFxeXr7OGZvgxxZjM/12907f4de39299f3b5ce6b1a6b949e85/EastCarolina.png,False,CB,CB,Cornerback,defense,Defense,cfb-26-national-championship,National Championship
24453,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/29.png?im=FaceCrop,padding=0.7",Joseph,Mbatchou,77,140,77,Loganville,Georgia,Eligible,97,Freshman,81,0,74,0,79,0,76,0,83,0,71,0,44,0,81,0,36,0,44,0,58,0,43,0,49,0,70,0,33,0,72,0,84,0,83,0,92,0,37,0,21,0,23,0,20,0,54,0,41,0,34,0,77,0,51,0,51,0,51,0,37,0,72,0,82,0,40,0,82,0,57,0,54,0,55,0,0,0,37,0,37,0,75,0,37,0,46,0,80,0,14,0,14,0,16,0,36,0,37,0,37,0,92,0,46,0,43,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,29,Florida,https://drop-assets.ea.com/images/3H8gtlAFGKdl7HVzlJa5LX/87b1ff42d87cd7eb905c092928ea7254/Florida.png,False,LE,LEDG,Left Edge,defense,Defense,cfb-26-national-championship,National Championship
9829,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/132.png?im=FaceCrop,padding=0.7",Joseph,Simmons,78,163,77,Dover,Delaware,Previous,79,Junior,80,0,62,0,65,0,86,0,85,0,79,0,41,0,55,0,31,0,43,0,50,0,25,0,26,0,56,0,29,0,27,0,60,0,85,0,88,0,24,0,38,0,48,0,24,0,81,0,24,0,25,0,77,0,82,0,81,0,84,0,40,0,34,0,58,0,29,0,28,0,76,0,76,0,77,0,0,0,26,0,28,0,71,0,24,0,40,0,44,0,31,0,16,0,11,0,10,0,16,0,25,0,86,0,39,0,26,0,Sun Belt,Sun Belt,https://drop-assets.ea.com/images/29difgczGFnZz2xDSuhTRV/da1c3b32970ace832be0de3c9d89ff7b/SunBelt.png,132,James Madison,https://drop-assets.ea.com/images/59cO99XngrbjZUGqaTuXfP/6872690d666e034097d437e7bf503d7a/JamesMadison.png,False,LT,LT,Left Tackle,offense,Offense,cfb-26-national-championship,National Championship
4264,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/41.png?im=FaceCrop,padding=0.7",Joseph,Sipp Jr.,72,70,77,Tampa,Florida,Eligible,3,Senior,85,0,77,0,79,0,88,0,73,0,85,0,33,0,69,0,38,0,31,0,53,0,30,0,54,0,74,0,37,0,56,0,82,0,57,0,84,0,36,0,44,0,39,0,35,0,55,0,66,0,31,0,77,0,63,0,51,0,41,0,28,0,83,0,53,0,35,0,86,0,51,0,53,0,62,0,0,0,33,0,37,0,80,0,34,0,31,0,84,0,28,0,23,0,19,0,12,0,35,0,35,0,90,0,32,0,72,0,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,41,Kansas,https://drop-assets.ea.com/images/4ChvJmRJZPTfbvj7P2WVUf/88174b5dcf59df05430a356829f9c15a/Kansas.png,False,MLB,MIKE,Mike Backer,defense,Defense,cfb-26-national-championship,National Championship
31221,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/34.png?im=FaceCrop,padding=0.7",Josh,Beetham,77,95,77,Yorkville,Illinois,Previous,17,Senior,83,0,75,0,80,0,92,0,77,0,85,0,63,0,66,0,54,0,67,0,73,0,79,0,78,0,73,0,63,0,62,0,60,0,66,0,92,0,62,0,30,0,26,0,57,0,64,0,36,0,69,0,77,0,60,0,60,0,63,0,40,0,35,0,59,0,18,0,64,0,64,0,58,0,55,0,0,0,74,0,80,0,79,0,57,0,73,0,67,0,51,0,53,0,57,0,44,0,64,0,44,0,92,0,74,0,32,0,ACC,ACC,https://drop-assets.ea.com/images/63IBTgQo7jjk0Ny2g71yxn/0210a2f5caa5dd6da384ef7975aa7224/ACC.png,34,Georgia Tech,https://drop-assets.ea.com/images/7oNS1QtNV5gbhxfxaiSOXC/9de13b9e935e4b8494af79f0b1cf80b0/GeorgiaTech.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
32988,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/111.png?im=FaceCrop,padding=0.7",Josh,Celiscar,75,132,77,Winter Haven,Florida,Previous,63,Senior,74,0,66,0,74,0,81,0,86,0,85,0,44,0,82,0,47,0,41,0,52,0,31,0,28,0,64,0,27,0,70,0,85,0,66,0,89,0,27,0,31,0,48,0,35,0,33,0,25,0,28,0,77,0,57,0,54,0,50,0,47,0,83,0,83,0,24,0,81,0,48,0,50,0,61,0,0,0,29,0,27,0,68,0,27,0,44,0,76,0,37,0,17,0,26,0,25,0,36,0,33,0,83,0,41,0,27,0,AAC,The American,https://drop-assets.ea.com/images/5ukEVuuXMotcVidwoJRkdS/e15cc52f959fc4731c169c510cadcd21/AAC.png,111,USF,https://drop-assets.ea.com/images/5UVotdeydPJJN6Ue3BRJgg/d5470f33bf1c711ba7fa14b41d99bf85/USF.png,False,LE,LEDG,Left Edge,defense,Defense,cfb-26-national-championship,National Championship
7114,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/45.png?im=FaceCrop,padding=0.7",Josh,Kattus,76,87,77,Cincinnati,California,Eligible,84,Senior,85,0,81,0,84,0,96,0,72,0,86,0,76,0,53,0,45,0,72,0,68,0,77,0,83,0,76,0,65,0,48,0,24,0,46,0,87,0,72,0,43,0,42,0,67,0,45,0,39,0,69,0,77,0,60,0,52,0,59,0,45,0,42,0,46,0,23,0,50,0,60,0,64,0,59,0,0,0,76,0,83,0,77,0,64,0,66,0,51,0,35,0,13,0,32,0,34,0,37,0,41,0,96,0,67,0,43,0,SEC,SEC,https://drop-assets.ea.com/images/797vgRAVGIUkeVe3f1YoLD/5d2ce67b6bcb4fd5adc77f6e5994e5a3/SEC.png,45,Kentucky,https://drop-assets.ea.com/images/7DRfyqMobLaFq7gJ20KwAX/49a8a32916d483fe800bfc29a66267d4/Kentucky.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
1040,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/74.png?im=FaceCrop,padding=0.7",Josh,Ford,78,105,77,Stillwater,Oklahoma,Eligible,40,Sophomore,86,0,78,0,85,0,90,0,68,0,78,0,75,0,34,0,33,0,67,0,71,0,80,0,82,0,75,0,64,0,30,0,58,0,62,0,79,0,75,0,29,0,28,0,58,0,57,0,40,0,76,0,77,0,54,0,52,0,49,0,24,0,43,0,28,0,24,0,29,0,60,0,55,0,49,0,0,0,78,0,85,0,80,0,70,0,70,0,29,0,23,0,28,0,33,0,27,0,27,0,48,0,84,0,72,0,46,0,Big 12,Big 12,https://drop-assets.ea.com/images/3gwMcSmhfgpvy3vrlTmg4E/cf43c91cd3cea31f6aef33a0c3136464/Big12.png,74,Oklahoma State,https://drop-assets.ea.com/images/74dfTMiAEefif6jJ8oco74/381f1f8ae8692928b9533f8ad3c1d1a3/OklahomaState.png,False,TE,TE,Tight End,offense,Offense,cfb-26-national-championship,National Championship
23894,"https://ratings-images-prod.pulse.ea.com/college-football-26/helmets/124.png?im=FaceCrop,padding=0.7",Joshua,Franklin,72,15,77,University Park,Illinois,Eligible,1,Junior,91,0,87,0,85,0,90,0,49,0,79,0,52,0,43,0,35,0,33,0,49,0,32,0,66,0,86,0,31,0,26,0,55,0,45,0,83,0,63,0,24,0,48,0,75,0,52,0,79,0,31,0,77,0,62,0,56,0,51,0,28,0,78,0,29,0,76,0,77,0,53,0,51,0,60,0,0,0,32,0,34,0,88,0,58,0,34,0,63,0,32,0,18,0,28,0,11,0,28,0,38,0,83,0,31,0,78,0,MAC,MAC,https://drop-assets.ea.com/images/46tLd8HfZDWQQqBvxwZoV7/d9f8b5dbc60061d142ceabaa6c3780b5/MAC.png,124,Western Michigan,https://drop-assets.ea.com/images/6J4FKuURg2niPttZbjptsx/f2a7b577e26bc1d520c7c6bb62b861a4/WesternMichigan.png,False,CB,CB,Cornerback,defense,Defense,cfb-26-national-championship,National Championship
